epoch,capsnet_accuracy,capsnet_loss,decoder_loss,loss,val_capsnet_accuracy,val_capsnet_loss,val_decoder_loss,val_loss
0,0.286556601524353,0.7618065476417542,0.0899292603135109,0.7970588207244873,0.73779296875,0.261445015668869,0.058795344084501266,0.2844927906990051
1,0.8918779492378235,0.12721997499465942,0.05444667488336563,0.14856305718421936,0.94921875,0.06664997339248657,0.05216033384203911,0.08709681779146194
2,0.9583947658538818,0.056382935494184494,0.05075487866997719,0.07627884298563004,0.97021484375,0.040135473012924194,0.04734373837709427,0.05869422107934952
3,0.972232460975647,0.038166552782058716,0.04658809304237366,0.05642908811569214,0.978271484375,0.03200836107134819,0.044007278978824615,0.04925921559333801
4,0.9339622855186462,0.08170284330844879,0.04716133698821068,0.10019007325172424,0.959716796875,0.05278715863823891,0.044652119278907776,0.07029078900814056
5,0.9698002934455872,0.03839869052171707,0.04273653030395508,0.055151402950286865,0.976806640625,0.02917960286140442,0.040172260254621506,0.04492712765932083
6,0.9782576560974121,0.02662186324596405,0.040401630103588104,0.04245929419994354,0.982666015625,0.022908031940460205,0.03871860355138779,0.03808572143316269
7,0.9824034571647644,0.021639470010995865,0.03869059681892395,0.03680618479847908,0.98291015625,0.020365621894598007,0.037171196192502975,0.034936729818582535
8,0.9851857423782349,0.017700672149658203,0.037361666560173035,0.0323464460670948,0.984375,0.018187588080763817,0.036322351545095444,0.03242594748735428
9,0.9865307807922363,0.015782656148076057,0.03619559481739998,0.029971331357955933,0.988037109375,0.015594689175486565,0.03451639786362648,0.029125116765499115
10,0.9884839057922363,0.014091350138187408,0.03493697568774223,0.027786647900938988,0.987060546875,0.01520281471312046,0.03362128138542175,0.028382357209920883
11,0.9896631836891174,0.012862546369433403,0.034013744443655014,0.026195935904979706,0.989501953125,0.013906281441450119,0.03297504782676697,0.026832498610019684
12,0.9905291795730591,0.011280201375484467,0.03308963403105736,0.024251338094472885,0.98779296875,0.014408506453037262,0.03195249289274216,0.026933882385492325
13,0.9916899800300598,0.010528082959353924,0.03242376446723938,0.023238200694322586,0.988525390625,0.01370948739349842,0.03167193382978439,0.02612488530576229
14,0.9924086332321167,0.009527700021862984,0.031884923577308655,0.022026583552360535,0.98876953125,0.01222408376634121,0.030817929655313492,0.024304712191224098
15,0.9928876757621765,0.00914914719760418,0.031352460384368896,0.021439312025904655,0.988525390625,0.012206636369228363,0.030609872192144394,0.024205703288316727
16,0.9939010739326477,0.008278490044176579,0.030900394544005394,0.020391445606946945,0.98828125,0.01168848481029272,0.030261557549238205,0.023551013320684433
17,0.9943617582321167,0.007858619093894958,0.030603475868701935,0.019855186343193054,0.99072265625,0.01065110508352518,0.029722873121500015,0.022302471101284027
18,0.9950987696647644,0.006978360470384359,0.030131859704852104,0.018790049478411674,0.989013671875,0.010974726639688015,0.02933567203581333,0.02247431129217148
19,0.9956515431404114,0.00648421049118042,0.029721498489379883,0.018135037273168564,0.98876953125,0.011905236169695854,0.0291190966963768,0.023319922387599945
20,0.9960753321647644,0.006052661687135696,0.029448337852954865,0.01759640872478485,0.990234375,0.010852126404643059,0.028743786737322807,0.022119689732789993
21,0.9962043166160583,0.005765222012996674,0.02912246063351631,0.01718122698366642,0.99072265625,0.010919725522398949,0.028977233916521072,0.0222788006067276
22,0.9964991211891174,0.005531060975044966,0.02896413579583168,0.016884997487068176,0.990234375,0.01036639604717493,0.028272943571209908,0.021449390798807144
23,0.997199296951294,0.004975097719579935,0.02865041419863701,0.016206055879592896,0.991455078125,0.010399705730378628,0.028224479407072067,0.021463699638843536
24,0.9974756836891174,0.004502158612012863,0.02838069386780262,0.015627387911081314,0.9912109375,0.010097263380885124,0.027706265449523926,0.02095812000334263
25,0.9975678324699402,0.004097105003893375,0.02809203416109085,0.015109180472791195,0.990478515625,0.009999159723520279,0.027683503925800323,0.020851094275712967
26,0.9978073239326477,0.003897789865732193,0.027840377762913704,0.014811216853559017,0.9912109375,0.010173342190682888,0.027362708002328873,0.02089952491223812
27,0.9980284571647644,0.003663301235064864,0.027611322700977325,0.014486940577626228,0.990478515625,0.009821165353059769,0.027095139026641846,0.020442459732294083
28,0.997917890548706,0.0037036749999970198,0.027417711913585663,0.014451418071985245,0.990478515625,0.009974976070225239,0.026955369859933853,0.0205414816737175
29,0.9983048439025879,0.0033517968840897083,0.027175115421414375,0.014004441909492016,0.98974609375,0.00998585857450962,0.026600070297718048,0.02041308768093586
30,0.9984154105186462,0.0031165010295808315,0.02683284319937229,0.013634973205626011,0.991455078125,0.009719623252749443,0.026624374091625214,0.0201563760638237
31,0.9985259175300598,0.002916627563536167,0.026593510061502457,0.013341287150979042,0.991455078125,0.009204628877341747,0.026203453540802002,0.019476382061839104
32,0.9986733198165894,0.002718537813052535,0.026435621082782745,0.013081301935017109,0.99072265625,0.010099662467837334,0.02618194930255413,0.020362986251711845
33,0.9988023042678833,0.0025718212127685547,0.026192761957645416,0.012839381583034992,0.990966796875,0.009119716472923756,0.02573881298303604,0.019209330901503563
34,0.9989866018295288,0.002371177077293396,0.025988435372710228,0.012558644637465477,0.991455078125,0.009941328316926956,0.02576223760843277,0.020040124654769897
35,0.9989128708839417,0.002303909044712782,0.02582930028438568,0.012428994290530682,0.990966796875,0.009891816414892673,0.02559671178460121,0.01992572844028473
36,0.9990050196647644,0.0021298732608556747,0.025624552741646767,0.012174694798886776,0.9921875,0.008559177629649639,0.02521430142223835,0.018443185836076736
37,0.9990786910057068,0.0020015581976622343,0.025439707562327385,0.011973923072218895,0.9931640625,0.008782075718045235,0.025169575586915016,0.018648549914360046
38,0.9992260932922363,0.0018977834843099117,0.025266408920288086,0.011802216991782188,0.9921875,0.009452307596802711,0.025059398263692856,0.019275590777397156
39,0.9991892576217651,0.0018527957145124674,0.0251204464584589,0.011700012721121311,0.990966796875,0.010302942246198654,0.025037605315446854,0.020117681473493576
40,0.9993366599082947,0.0017345795640721917,0.02496475912630558,0.011520764790475368,0.990966796875,0.009081471711397171,0.024702083319425583,0.018764689564704895
41,0.9993182420730591,0.0016747558256611228,0.02483762800693512,0.01141110435128212,0.99267578125,0.008855457417666912,0.02453681454062462,0.01847388781607151
42,0.999447226524353,0.0016102594090625644,0.024743428453803062,0.011309683322906494,0.99267578125,0.009125960990786552,0.024619923904538155,0.018776971846818924
43,0.9994840621948242,0.0014836597256362438,0.024607066065073013,0.011129629798233509,0.9912109375,0.00956446398049593,0.024653542786836624,0.019228652119636536
